user_id,animal,est_i,estimation
19639354,pigeon,0,55
19639354,pigeon,1,66
19639354,pigeon,2,62
19639354,pigeon,3,66
19639354,pigeon,4,69
19639354,pigeon,5,66
19639354,rabbit,0,52
19639354,rabbit,1,54
19639354,rabbit,2,63
19639354,rabbit,3,65
19639354,rabbit,4,71
19639354,rabbit,5,68
19639354,mouse,0,63
19639354,mouse,1,58
19639354,mouse,2,61
19639354,mouse,3,60
19639354,mouse,4,55
19639354,mouse,5,86
52417827,mouse,0,66
52417827,mouse,1,62
52417827,mouse,2,58
52417827,mouse,3,53
52417827,mouse,4,55
52417827,mouse,5,63
52417827,pigeon,0,53
52417827,pigeon,1,45
52417827,pigeon,2,68
52417827,pigeon,3,87
52417827,pigeon,4,74
52417827,pigeon,5,96
52417827,rabbit,0,46
52417827,rabbit,1,55
52417827,rabbit,2,65
52417827,rabbit,3,71
52417827,rabbit,4,83
52417827,rabbit,5,87
86895921,pigeon,0,68
86895921,pigeon,1,92
86895921,pigeon,2,69
86895921,pigeon,3,56
86895921,pigeon,4,56
86895921,pigeon,5,41
86895921,mouse,0,47
86895921,mouse,1,50
86895921,mouse,2,50
86895921,mouse,3,40
86895921,mouse,4,41
86895921,mouse,5,32
86895921,rabbit,0,50
86895921,rabbit,1,39
86895921,rabbit,2,20
86895921,rabbit,3,67
86895921,rabbit,4,47
86895921,rabbit,5,50
04917741,mouse,0,67
04917741,mouse,1,88
04917741,mouse,2,85
04917741,mouse,3,80
04917741,mouse,4,70
04917741,mouse,5,36
04917741,pigeon,0,46
04917741,pigeon,1,50
04917741,pigeon,2,50
04917741,pigeon,3,50
04917741,pigeon,4,70
04917741,pigeon,5,32
04917741,rabbit,0,50
04917741,rabbit,1,50
04917741,rabbit,2,52
04917741,rabbit,3,50
04917741,rabbit,4,53
04917741,rabbit,5,58
